title,url,page_views
Mideast Scholar 'Delighted' Zakaria 'Has Borrowed Heavily From My Work',http://talkingpointsmemo.com/livewire/fawaz-gerges-fareed-zakaria-borrowed-heavily,898
David Axelrod Wishes Democrats Hadn't Criticized Bush For Golfing,http://talkingpointsmemo.com/livewire/david-axelrod-wishes-democrats-hadnt-criticzed-bush-for-golfing,616
Washington Post Editorial Section To Ban 'Redskins',http://talkingpointsmemo.com/livewire/washington-post-editorial-section-bans-redskins,324
New Emails Shed Light On Walker Campaign Amid Legal Probe,http://talkingpointsmemo.com/livewire/scott-walker-criminal-scheme-probe-emails,2770
"Lawsuit Accuses Ferguson Cop Of Hog-Tying, Choking A 12-Year-Old Boy",http://talkingpointsmemo.com/livewire/lawsuit-alleges-ferguson-cop-hog-tied-12-yr-old-boy,211
Ferguson-Area Police Officer Suspended After 'Killer' Rant Surfaces Online,http://talkingpointsmemo.com/livewire/st-louis-county-cop-online-rant-suspended,12626
Dinesh D'Souza Manages To Compare Ferguson Protesters To ISIS,http://talkingpointsmemo.com/livewire/dinesh-dsouza-ferguson-protests-isis,2493
Dan Rather To Hawkish Pundits: Send Your Kids To War Or 'Don't Even Talk To Me' (VIDEO),http://talkingpointsmemo.com/livewire/dan-rather-send-your-kids-to-war,6020
Is Another GOP State About To Come Around On Obamacare?,http://talkingpointsmemo.com/livewire/wyoming-medicaid-expansion-options,5487
Obama Orders Review Of Programs Giving Free Military Gear To Police,http://talkingpointsmemo.com/livewire/obama-review-1033-program-ferguson,1053
"Immigration Now The Top GOP Grievance -- Over Health Care, Economy",http://talkingpointsmemo.com/livewire/gallup-poll-republicans-immigration-top-problem,123
"3-Year-Old Accidentally Shot In Head, Father Faces Weapons Charges",http://talkingpointsmemo.com/livewire/father-charged-3-year-old-shooting,1139
Sen. Graham On ISIS: 'It's About Time To Assume The Worst',http://talkingpointsmemo.com/livewire/lindsey-graham-isis-jv-team-assume-the-worst,452
Rand Paul Calls Hillary Clinton 'A War Hawk',http://talkingpointsmemo.com/livewire/rand-paul-hillary-clinton-war-hawk,323
Journalist Creates'Rubble Bucket Challenge' To Raise Awareness About Gaza,http://talkingpointsmemo.com/livewire/rubble-bucket-challenge-gaza-palestine,368
Missouri Guv. On District Attorney: 'Confident' Justice Will Be Served,http://talkingpointsmemo.com/livewire/jay-nixon-bob-mcculloch-justice-served-ferguson,287
McDonnell Living With Priest Who Pleaded Guilty To Sex Crime,http://talkingpointsmemo.com/livewire/bob-mcdonnell-living-with-priest-who-pleaded-guilty-sex-crime,11837
North Korea Brands US 'Graveyard Of Human Rights' Over Ferguson,http://talkingpointsmemo.com/livewire/north-korea-us-human0rights-graveyard-ferguson,296
Michelle Nunn Won't Commit To Backing Harry Reid,http://talkingpointsmemo.com/livewire/michelle-nunn-harry-reid-democratic-leader,13
Dramatic Photos From The Earthquake In Northern California,http://talkingpointsmemo.com/livewire/photos-earthquake-california-napa,6213
"Journalist Held Captive For Almost Two Years Freed, Obama Administration Confirms",http://talkingpointsmemo.com/livewire/peter-theo-curtis-released-syria-nusra-front,1330
NBC News President Wants An Edgier 'Meet The Press',http://talkingpointsmemo.com/livewire/meet-the-press-edge-deborah-turness-chuck-todd,2036
Read The Letter Murdered U.S. Journalist Had Smuggled To His Family,http://talkingpointsmemo.com/livewire/james-foley-family-letter,6120
Adult Charged After 4-Year-Old Girl Accidentally Shot By 2-Year-Old Brother,http://talkingpointsmemo.com/livewire/four-year-old-shot-by-brother,70
Ben Carson Thinks Ferguson Had 'Nothing To Do With Race',http://talkingpointsmemo.com/livewire/ben-carson-ferguson-had-nothing-to-do-with-race,3502
Paul Ryan Dodges Questions On Deportation At Book Signing (VIDEO),http://talkingpointsmemo.com/livewire/video-paul-ryan-dodges-dreamers-book-signing,145
Oregon Accuses Health Exchange Developer Of 'Defrauding' The State,http://talkingpointsmemo.com/livewire/oregon-sues-oracle-obamacare-health-exchange,39
"Man Climbs Brooklyn Bridge, Takes A Stroll, Is Arrested",http://talkingpointsmemo.com/livewire/man-takes-walk-to-top-of-brookyln-bridge,34
John Oliver Takes On Exaggerated Headlines By Destroying A Piñata (VIDEO),http://talkingpointsmemo.com/livewire/john-oliver-headlines-pinata,1315
New York Times Catching Hell For Saying Michael Brown Was 'No Angel',http://talkingpointsmemo.com/livewire/michael-brown-no-angel,5458
Wendy Davis's New Ad Seeks To Tie Opponent To Rick Perry Indictment,http://talkingpointsmemo.com/livewire/wendy-davis-greg-abbott-rick-perry-cancer-prevention-and-research-institute,152
Fox News: Is Calling Michael Brown An 'Unarmed Teen' Playing The Race Card?,http://talkingpointsmemo.com/livewire/michael-brown-race-card-unarmed,1021
Rick Perry Shunned By One Of The GOP's Least Popular Governors,http://talkingpointsmemo.com/livewire/tom-corbett-rick-perry-endorsement-pulled,934
McDaniel On Motion To Dismiss: We Didn't File Election Challenge Too Late,http://talkingpointsmemo.com/livewire/thad-cochran-chris-mcdaniel-motion-to-dismiss-too-late,180
GOP Rep.: Impeaching Obama Would 'Risk Tremendous Public Backlash',http://talkingpointsmemo.com/livewire/bib-goodlatte-impeachment-risk,40
Journalist Foley's Killer Appears In GOP Senate Candidate's Ad (VIDEO),http://talkingpointsmemo.com/livewire/james-foley-masked-man-allen-weh-new-mexico,4804
Rick Perry Hires Ex-Clinton Lawyer Mark Fabiani To Fight Indictment,http://talkingpointsmemo.com/livewire/rick-perry-hires-mark-fabiani,101
NYT Public Editor: Michael Brown'No Angel' Description A 'Blunder',http://talkingpointsmemo.com/livewire/public-editor-new-york-times-no-angel,2347
Welp: GOPer Chamber Buoyed In Primary Takes Stance At Odds With Them,http://talkingpointsmemo.com/livewire/thom-tillis-chamber-of-commerce-export-import-bank,1394
NRA Attacks 'Stay-At-Home Mom' Gun Activist For Working,http://talkingpointsmemo.com/livewire/nra-shannon-watts-mom,4903
Megyn Kelly Schools Bill O'Reilly On 'White Privilege' (VIDEO),http://talkingpointsmemo.com/livewire/megyn-kelly-bill-oreilly-white-privilege-ferguson,3935
Watch John Boehner Play With His Wind-Up Monkey Toy (VIDEO),http://talkingpointsmemo.com/livewire/john-boehner-monkey-toy,228
Mike Huckabee Signs WCF Letter That Calls Gays 'Sexual Radicals',http://talkingpointsmemo.com/livewire/mike-huckabee-gays-sexual-radicals-wcf,1290
New Audio Recording From Ferguson May Capture Michael Brown Shooting,http://talkingpointsmemo.com/livewire/audio-allegedly-shows-at-least-10-shots-fired-michael-brown,1722
Poll: Whites And Blacks Agree That The Police Don't Treat Races Equally,http://talkingpointsmemo.com/livewire/pew-poll-ferguson-police-race,36
The Huffington Post Responds To John Oliver's Piñata-Fueled Rant,http://talkingpointsmemo.com/livewire/john-oliver-huffington-post,844
"Al Sharpton Talks Tough To Blacks In Ferguson, But Fox Mostly Doesn't Care",http://talkingpointsmemo.com/livewire/al-sharpton-michael-brown-eulogy,1141
Former FBI Director Louis Freeh Seriously Injured In Car Accident,http://talkingpointsmemo.com/livewire/fbi-louis-freeh-car-accident,105
NFL Thinks Banning 'Slap Ya Mama' Ad Will Fix Its Domestic Violence Problem,http://talkingpointsmemo.com/livewire/slap-ya-mama-ad-nfl-domestic-violence-ray-rice,84
Dem Rep. Uses Cute Lemonade Stand Kids To Make A Point About Equal Pay,http://talkingpointsmemo.com/livewire/dan-maffei-equal-pay-equal-work-lemonade-stand,58
GOPer On Ad With Foley Killer: Journalist Not Depicted Out Of Respect,http://talkingpointsmemo.com/livewire/james-foley-allen-weh-video-new-mexico-republican-party,21
NYT Declines To Re-Endorse Cuomo After Corruption Commission Flap,http://talkingpointsmemo.com/livewire/nyt-andrew-cuomo-no-endorsement,249
"Donald Trump Endorses Another GOP Senate Candidate, Commits Another Error",http://talkingpointsmemo.com/livewire/donald-trump-twitter-endorsement-scott-brown-mistake,713
Obama Assures U.S. Won't Take Military Action In Ukraine,http://talkingpointsmemo.com/livewire/obama-no-military-action-ukraine,98
Dem Senator Uses Ebola Scare To Attack Opponent In Arkansas TV Ad,http://talkingpointsmemo.com/livewire/senator-ebola-scare-attack-ad,202
Rick Perry Hires Top McCain 2008 Aide Steve Schmidt,http://talkingpointsmemo.com/livewire/rick-perry-hires-steve-schmidt,71
Rick Perry PAC Monetizing Governor's Indictment  With Mugshot T-Shirts,http://talkingpointsmemo.com/livewire/rick-perry-mugshot-t-shirts,63
HealthCare.gov Finally Gets Its First CEO,http://talkingpointsmemo.com/livewire/healthcaregov-ceo-connecticutexchange-director,20
WATCH: The Jon Stewart Ferguson Segment You've Been Waiting For,http://talkingpointsmemo.com/livewire/jon-stewart-ferguson,118237
Video Shows 9-Year-Old Moments Before She Accidentally Shot Instructor With Uzi,http://talkingpointsmemo.com/livewire/video-shows-girl-moments-before-shooting-instructor-arizona,9716
READ: VA Watchdog Report Cannot Link Wait Times To Veteran Deaths,http://talkingpointsmemo.com/livewire/veterans-affairs-report,31
Shooting Instructor Dies After Being Accidentally Shot In The Head By Student,http://talkingpointsmemo.com/livewire/arizona-girl-accidentally-shoots-instructor-in-head,12587
National Review Alleges Conspiracy To 'Politicized' AP U.S. History Exam,http://talkingpointsmemo.com/livewire/national-review-conspiracy-politicize-ap-exam,2830
Bill Kristol: What Could Go Wrong If U.S. Just Bombed ISIS For A While?,http://talkingpointsmemo.com/livewire/bill-kristol-what-could-go-wrong-bombing-isis,2377
Dem Candidate Sends Anti-Choice Group 'Prevent Abortion' Condoms,http://talkingpointsmemo.com/livewire/james-woods-national-pro-life-alliance-condoms,1490
Indiana Mayor Jailed By Judge Peeved Over Drainage Pipes,http://talkingpointsmemo.com/livewire/kokomo-mayor-arrested-contempt-drainage-pipes,3322
"Romney: I'm Not Running In 2016, But 'Circumstances Can Change'",http://talkingpointsmemo.com/livewire/romney-2016-circumstances-change,1968
Woman Driving To Pawnshop To Sell Gun Accidentally Shot By Passenger,http://talkingpointsmemo.com/livewire/woman-accidentally-shoots-family-member,143
Conservative Hopes To Break Through With New 'Death Row Jesus' Film,http://talkingpointsmemo.com/livewire/death-row-jesus-christian-organization,557
Obamacare Premiums Projected To Decrease In Arkansas,http://talkingpointsmemo.com/livewire/arkansas-obamacare-premiums-decrease,590
ESPN Defends Report On Whether Teammates Shower With Michael Sam,http://talkingpointsmemo.com/livewire/michael-sam-shower-espn,5005
Bobby Jindal Calls Obama Admin 'Science Deniers',http://talkingpointsmemo.com/livewire/bobby-jindal-science-deniers-obama,1625
House GOPer: Impeachment Could Keep Party From Winning  Senate,http://talkingpointsmemo.com/livewire/kenny-marchant-impeachment-gop-senate,1577
AUDIO: McConnell Whines About 'Gosh Darn' Minimum Wage Bill,http://talkingpointsmemo.com/livewire/mcconnell-gosh-darn-minimum-wage,183
Zara Yanks Baby T-Shirt Resembling Concentration Camp Uniform,http://talkingpointsmemo.com/livewire/zara-yanks-baby-shirt-resembling-concentration-camp-uniform,4504
Iowa GOPer Joni Ernst Credits Kochs For Plucking Her From Obscurity (AUDIO),http://talkingpointsmemo.com/livewire/koch-brothers-secret-retreat-tom-cotton-joni-ernst-cory-gardner,195
Figure From Bush DOJ Scandal Helps Kobach With Kansas Senate Lawsuit,http://talkingpointsmemo.com/livewire/bradley-schlozman-kansas-senate-lawsuit,644
O'Reilly: Why Can't African Americans Be More Like Asian Americans?,http://talkingpointsmemo.com/livewire/bill-oreilly-white-asian-privilege,1612
"In Reversal, ESPN 'Regrets' Segment On Michael Sam's Showering Habits",http://talkingpointsmemo.com/livewire/espn-apologizes-michael-sam-coverage,568
Canada NATO Delegation To Russia: Here's What's ‘Not Russia’ (MAP),http://talkingpointsmemo.com/livewire/canada-nato-russsia-map,2136
Activist To Georgia Guv: Did You Think I Was Undocumented Because I 'Look Hispanic?' (VIDEO),http://talkingpointsmemo.com/livewire/nathan-deal-activists-illegal-immigration-presumes,1963
Fox Host Craves American Toughness So Much She Wants Putin In Charge,http://talkingpointsmemo.com/livewire/kimberly-guilfoyle-netanyahu-putin-american-president,7644
Steve King: Executive Action On Immigration Could Trigger Shutdown,http://talkingpointsmemo.com/livewire/steve-king-immigration-shutdown,140
Zara To Israeli Customers: Offensive Baby Shirt To Be 'Exterminated',http://talkingpointsmemo.com/livewire/zara-says-shirt-resembling-concentration-camp-uniform-to-be-exterminated,958
McConnell: Obama Should And Would Get Congress' Support To Strike ISIS,http://talkingpointsmemo.com/livewire/mitch-mcconnell-obama-isis-airstrikes,457
"Ben Stein: Michael Brown Was 'Armed With His Incredibly Strong, Scary Self'",http://talkingpointsmemo.com/livewire/ben-stein-michael-brown-unarmed,60289
White House: Shutdown Threats Won't Deter Obama Acting On Immigration,http://talkingpointsmemo.com/livewire/white-house-shutdown-immigration,122
Messaging Service Verifies Alleged Audio Recording Of Michael Brown Shooting,http://talkingpointsmemo.com/livewire/glide-authenticates-alleged-michael-brown-audio,7459
Gov. Corbett: Reform Liquor Laws So It's Easier For Women To Make Dinner,http://talkingpointsmemo.com/livewire/tom-corbett-liquor-laws-women,18116
WATCH LIVE: President Obama To Deliver Statement At 4 PM,http://talkingpointsmemo.com/livewire/obama-statement,68
Gillibrand To Male Colleague Who Called Her 'Porky': 'Thanks A--hole',http://talkingpointsmemo.com/livewire/gillibrand-male-colleagues-called-porky,14940
WATCH LIVE: Ferguson Police Hold Press Conference At 5 PM,http://talkingpointsmemo.com/livewire/watch-live-stream-fergson-police-press,231
Ex-College President: Women Should Drink Less To Stop Men Who 'Misbehave',http://talkingpointsmemo.com/livewire/former-gwu-president-women-rape-alcohol,6030
Conservative Poll: Women Think The GOP Is 'Intolerant',http://talkingpointsmemo.com/livewire/women-not-loving-the-gop,2849
Politico Reporter Doesn't Believe Senator's Story Of Sexism In Congress,http://talkingpointsmemo.com/livewire/politico-reporter-gillibrand-sexist-stories,18814
Crewmember On TV's 'COPS' Shot Dead By Police While Filming,http://talkingpointsmemo.com/livewire/cops-crewmember-shot-by-police,10592
NRA Tweets About Kids Having Fun At Shooting Range After Uzi Accident,http://talkingpointsmemo.com/livewire/nra-tweets-kids-having-fun-guns-after-uzi-accident,1049
Andrea Mitchell Recalls Senators 'You'd Not Get In An Elevator With',http://talkingpointsmemo.com/livewire/andrea-mitchell-gillibrand-senators,5059
Chelsea Clinton Announces She's Leaving NBC News,http://talkingpointsmemo.com/livewire/chelsea-clinton-leaves-nbc-news,92
Jon Stewart: Can 'F*cking Crazy' ISIS Even Lead? (VIDEO),http://talkingpointsmemo.com/livewire/jon-stewart-can-isis-even-lead,131
McCaskill Sets Hearing To Examine Free Military Giveaways To Police,http://talkingpointsmemo.com/livewire/mccaskill-police-militarization-hearing,14
GOPer Wonders If Gillibrand Shielding Harassers Because They're Dems,http://talkingpointsmemo.com/livewire/frank-luntz-gillibrand-sexual-harassment-democrats,1640
"Colbert: Sure, Whites Have It Better, But Blacks Do Get To Use The N-Word",http://talkingpointsmemo.com/livewire/stephen-colbert-ferguson-michael-brown,285
Rand Paul: Hillary Was 'Eager To Shoot First' In Syria,http://talkingpointsmemo.com/livewire/rand-paul-hillary-clinton-shoot-first,13
Chuck Todd Pushes RNC Chair: 'Too Many Crazy White Guys'?,http://talkingpointsmemo.com/livewire/reince-priebus-gop-women-poll,1851
Michelle Nunn Takes A Page From Blistering Anti-Romney Playbook,http://talkingpointsmemo.com/livewire/michelle-nunn-kannapolis-mitt-romney-david-perdue-priorities-usa,645
Colbert To Obama: Don't Let Congress Fool You--'Sometimes No Means Yes',http://talkingpointsmemo.com/livewire/stephen-colbert-isis-obama-fox,514
'Morning Joe' Hosts: Gillibrand 'Weak' Not To Name Male Colleagues (VIDEO),http://talkingpointsmemo.com/livewire/morning-joe-kirsten-gillibrand-weak,66
Dem Senator Defends Using Ebola Scare In Attack Ad As 'Fair Game',http://talkingpointsmemo.com/livewire/senator-defends-using-ebola-scare-in-ad,34
McConnell Punts On Government Shutdown Standoff Over Immigration,http://talkingpointsmemo.com/livewire/mcconnell-punts-immigration-shutdown-threat,46
Sen. Kay Hagan's Opponent Accuses Her Of Being Bad At Math,http://talkingpointsmemo.com/livewire/thom-tillis-math-kay-hagan,444
Daily Show: Teammates Must Play Hetero Grab-Ass Without Michael Sam,http://talkingpointsmemo.com/livewire/daily-show-michael-sam-espn-showering,101
Report: Sen. Landrieu Lists Parents' Home As Louisiana Residence,http://talkingpointsmemo.com/livewire/mary-landrieu-residence-louisiana,3429
"Daily Caller Op-Ed Links Military Rape To Don't Ask, Don't Tell Repeal",http://talkingpointsmemo.com/livewire/daily-caller-military-sexual-assault-gays,86
Gun Range Owner Defends Policies After 9-Year-Old's Tragic Uzi Accident,http://talkingpointsmemo.com/livewire/sam-scarmardo-arizona-gun-range-accident,1059
Ex-College Prez: Jezebel Just Got 'Overheated' Over Sexual Assault Comments,http://talkingpointsmemo.com/livewire/gwu-former-president-jezebel-overheated,852
Hillary Weighs In On Ferguson: 'We Are Better Than That',http://talkingpointsmemo.com/livewire/hillary-clinton-ferguson-michael-brown,680
NFL Admits It Blew Handling Of Ray Rice Domestic Violence Case,http://talkingpointsmemo.com/livewire/nfl-domestic-violence-policy,406
Women Of Fox Have No Problem With Catcalls: 'Let Men Be Men',http://talkingpointsmemo.com/livewire/fox-outnumbered-catcalling-flattering,6442
Assault-Rife Sales Plummet As Scare Over Gun Control Fades,http://talkingpointsmemo.com/livewire/weapon-sales-slump-gun-control,2037
Rep. Peter King Is Angry President Obama Wore A Tan Suit,http://talkingpointsmemo.com/livewire/president-obama-peter-king-tan-suit-rant,123543
Cliven Bundy Spawn Boycott School When Told They Can't Bring Knives,http://talkingpointsmemo.com/livewire/cliven-bundy-grandchildren-pulled-out-school,5365
Jon Stewart Thinks Rick Perry Is Going To Make A Creepy Inmate (VIDEO),http://talkingpointsmemo.com/livewire/jon-stewart-rick-perry-indictment,335
CNN Reporter: Male Senators Commented On My 'Figure' Too (VIDEO),http://talkingpointsmemo.com/livewire/dana-bash-kirsten-gillibrand-male-lawmakers-inappropriate-comments,713
UN Calls Out US Police For Excessive Use Of Force Against Minorities,http://talkingpointsmemo.com/livewire/united-nations-concerned-america-racism,1743
Tea Party Challenger Files Complaint Against Landrieu Over Residency,http://talkingpointsmemo.com/livewire/rob-maness-mary-landrieu-residency-formal-complaint,402
Yet Another GOP State Is Moving To Expand Medicaid Under Obamcare,http://talkingpointsmemo.com/livewire/tennessee-medicaid-expansion-plan,2072
Pelosi Torches 'Appalling' Harassment Of Gillibrand By Male Senators,http://talkingpointsmemo.com/livewire/nancy-pelosi-kirsten-gillibrand-harrassment,154
Obama Doesn't Think Bill Kristol's Bomb-First Idea Is 'Smart',http://talkingpointsmemo.com/livewire/obama-bill-kristol-smart,482
House GOPer: Obama 'Commendably Cautious' On Military Action In Syria,http://talkingpointsmemo.com/livewire/tom-cole-obama-commendably-cautious-syria,235
Colorado Man Shoots Himself In The Leg As He Drives To Return A Gun,http://talkingpointsmemo.com/livewire/colorado-man-shoots-himself-leg,122
Chuck Todd Departs 'Daily Rundown' In The Most Awkward Way Possible,http://talkingpointsmemo.com/livewire/chuck-todd-most-awkward-sendoff-possible,10791
Florida GOP's Quasi-Obamacare Alternative Has Signed Up 30 People,http://talkingpointsmemo.com/livewire/florida-health-choices-30-people,8276
Longtime 'Meet The Press' Executive Producer Leaves NBC News,http://talkingpointsmemo.com/livewire/betsy-fischer-martin-leaves-nbc-news,100
"Ben Carson: No, I'm Not Sorry I Compared U.S. To Nazi Germany",http://talkingpointsmemo.com/livewire/ben-carson-comparisons-nazi-germany,4438
Herman Cain Uncovers Obama's Secret Plot To Get Impeached,http://talkingpointsmemo.com/livewire/herman-cain-obama-impeachment-plot,4456
Fort Hood Shooter Writes Letter To ISIS Leader Wanting To Join Up,http://talkingpointsmemo.com/livewire/ft-hood-shooter-wants-to-join-isis,219
Barbara Boxer Allegedly Laughed Off Colleague's Groping Incident In '93,http://talkingpointsmemo.com/livewire/barbara-boxer-patty-murray-groping-incident,1052
Officer Who Told Protestors 'I Will F*cking Kill You' Forced To Resign,http://talkingpointsmemo.com/livewire/ferguson-michael-brown-police-resignation,2258
Obama Announces 1 Percent Pay Raise For Federal Employees,http://talkingpointsmemo.com/livewire/obama-1-percent-pay-raise-federal-employees,1252
Mitch McConnell's Campaign Manager Resigns,http://talkingpointsmemo.com/livewire/mitch-mcconnell-campaign-manager-jesse-benton-resign,10579
Bundy Supporter Won't Align With 'Two Pimps In A Pod' Over Ferguson,http://talkingpointsmemo.com/livewire/cliven-bundy-supporter-michael-ferguson-shooting,7774
Border Patrol Agent Fires At Armed Militia Member Near Rio Grande,http://talkingpointsmemo.com/livewire/border-patrol-agent-fires-at-armed-militia-member,7695
Hawaii Gov. Abercrombie Blames Gay Marriage For Stunning Primary Loss,http://talkingpointsmemo.com/livewire/hawaii-guv-abercrombie-blames-primary-loss-on-gay-marriage,4042
Obama: Social Media Makes Global Problems Seem More 'Messy',http://talkingpointsmemo.com/livewire/obama-social-media-makes-world-problems-more-messy,716
"Michael Sam, First Openly Gay Player Drafted Into NFL, Cut By St. Louis Rams",http://talkingpointsmemo.com/livewire/michael-sam-cut-by-st-louis-rams,3342
Top Dem: Obama 'Too Cautious' In Confronting ISIS (VIDEO),http://talkingpointsmemo.com/livewire/feinstein-obama-isis-too-cautious,516
White House: Obama Will Continue To Take His Time Responding To ISIS,http://talkingpointsmemo.com/livewire/dan-pfeiffer-no-timetable-isis-obama,1051
Report: At Least 6 Ferguson Officers Named In Excessive Use Of Force Lawsuits,http://talkingpointsmemo.com/livewire/ferguson-officers-excessive-force-lawsuits,860
'Meet The Press' Introduces Chuck Todd With Cheesy Family Interviews (VIDEOS),http://talkingpointsmemo.com/livewire/chuck-todd-meet-press-intro,2463
Cruz Compares 'Obama Kitty Cat' To 'Russian Bear' Putin,http://talkingpointsmemo.com/livewire/ted-cruz-obama-kitty-cat,3332
"Fla. Mayor Boots Man From Meeting After He Refused To Stand For Prayer, Pledge Of Allegiance (VIDEO)",http://talkingpointsmemo.com/livewire/florida-man-kick-out-meeting-prayer,6487
Cruz Rejects Calls To Shut Down Government Over Immigration,http://talkingpointsmemo.com/livewire/ted-cruz-no-shutdown-immigration,1516
Florida Man At 'Shoot Straight' Gun Range Wounds Himself And A Friend,http://talkingpointsmemo.com/livewire/shoot-straight-florida-gun-range-accident,778
Ferguson-Area Cop Suspended For 'Killer' Rant Retires,http://talkingpointsmemo.com/livewire/dan-page-retired-killer-rant-ferguson,1621
Rick Perry's Twitter Account Posts 'Unauthorized' Drunk Democrat Meme,http://talkingpointsmemo.com/livewire/rick-perry-deletes-unauthorized-drunk-democrat-tweet,2198
California School Agrees To Change 'Arab' Mascot After Complaints,http://talkingpointsmemo.com/livewire/coachella-valley-high-school-arab-mascot,291
Donation Pages For Ferguson Cop Are Shut Down After Hitting $400K,http://talkingpointsmemo.com/livewire/ferguson-darren-wilson-donations-shut-down,1907
Obama Conspiracy Theories Fuel Gun Owners To Stock Up On Russian AK-47s,http://talkingpointsmemo.com/livewire/ak47-sanctions-russia-conspiracy-theories,1647
Woman Sentenced To Jail After Gun Went Off In Son's Backpack At School,http://talkingpointsmemo.com/livewire/jamie-lee-chaffin-sentenced-son-brought-gun-to-school,663
Police Department Fires Cop Who Called Ferguson Protestors 'Rabid Dogs',http://talkingpointsmemo.com/livewire/matthew-pappert-fired-ferguson-protestors,1930
7-Year-Old Hit In Chest While Target Shooting,http://talkingpointsmemo.com/livewire/7-year-old-hit-in-chest-while-target-shooting,118
Eric Cantor Lands At Wall Street Investment Firm,http://talkingpointsmemo.com/livewire/eric-cantor-joins-wall-street-firm-moelis-co,58
Christie's Motorcade Causes A Bit Of A Traffic Problem For Angry Driver,http://talkingpointsmemo.com/livewire/angry-man-tails-chris-christies-motorcade,173
Jeff Bezos Replaces WaPo Publisher With Politico Co-Founder,http://talkingpointsmemo.com/livewire/jeff-bezos-replaces-katharine-weymouth,299
Tenn. Lawmakers Join GOP Attack On 'Revisionist' AP US History Exam,http://talkingpointsmemo.com/livewire/tennessee-revisionist-ap-us-history-exam,1434
'Pompous Blowhard' Stephen Colbert Continues To Annoy Howard Kurtz (VIDEO),http://talkingpointsmemo.com/livewire/howard-kurtz-stephen-colbert,3873
"Piers Morgan Is Leaving CNN, Says He Turned Down A New Deal",http://talkingpointsmemo.com/livewire/piers-morgan-leaves-cnn,75
GOPer Embraces The Pill After Retreating On Personhood Position,http://talkingpointsmemo.com/livewire/mark-udall-cory-gardner-the-pill-ad,173
Fox Guest: Feminists Are 'Cave Women' Keeping Us In The Stone Age,http://talkingpointsmemo.com/livewire/fox-politichicks-feminists-cave-women,1522
Slate Political Wire Dave Weigel Heading To Bloomberg,http://talkingpointsmemo.com/livewire/dave-weigel-leaves-slate-joins-bloomberg-politics,51
Rob Ford Drops Out Of Toronto Mayoral Race,http://talkingpointsmemo.com/livewire/rob-ford-drops-out-mayoral-race,551
Ferguson Cops Put On Body Cameras To Help Record Protestors,http://talkingpointsmemo.com/livewire/ferguson-cops-body-cameras,53
"After Poll Finds GOP Failing With Women, RNC Claims To Support Equal Pay",http://talkingpointsmemo.com/livewire/gop-equal-pay-tweet,606
Dem Senator Demands Airstrikes In Syria: 'We Must Go After ISIS Right Away',http://talkingpointsmemo.com/livewire/nelson-syria-airstrikes-isis,300
Slate Editor Emily Bazelon Departs For New York Times Magazine,http://talkingpointsmemo.com/livewire/emily-bazelon-new-york-times-magazine,143
Gun Control Group Launches Ads Against Largest US Supermarket Chain,http://talkingpointsmemo.com/livewire/gun-control-group-kroger-ads,1955
Christie: Putin Would Not Mess With Me Like He Does With Obama,http://talkingpointsmemo.com/livewire/christie-putin-obama-ukraine,2797
ISIS Reportedly Beheads A Second American Journalist,http://talkingpointsmemo.com/livewire/steven-sotloff-isis-murder,3827
Dem Candidate Tweets Republicans In Congress 'Are Worse Than #ISIL ',http://talkingpointsmemo.com/livewire/democratic-candidate-tweet-republicans-worse-isis,989
Begich Pulls Controversial Campaign Ad Featuring Murder Case,http://talkingpointsmemo.com/livewire/mark-begich-jerry-active-campaign-ad,62
Glenn Beck: 'Hillary Clinton Will Be The Next President Of The United States',http://talkingpointsmemo.com/livewire/glenn-beck-hillary-will-be-president,5895
Duck Dynasty Patriarch: 'I'm As Much Of A Homophobe As Jesus Was',http://talkingpointsmemo.com/livewire/phil-robertson-duck-dynasty-homophobe-jesus,2791
"Wealthy GOP Guv. Candidate: 'Yes' I Belong To A $100,000 Wine Club",http://talkingpointsmemo.com/livewire/bruce-rauner-wine-club-100000,2846
Palin Clan Fight Club: The TPM Investigation,http://talkingpointsmemo.com/livewire/sarah-palin-family-brawl-investigation,31328
Officials: 9-Year-Old Girl Who Killed Instructor Said Uzi Was Too Powerful,http://talkingpointsmemo.com/livewire/arizona-girl-uzi-too-powerful,5301
Ted Cruz's Dad: 'The Average Black' Does Not Know The Minimum Wage Is Bad,http://talkingpointsmemo.com/livewire/rafael-cruz-average-black-minimum-wage,10199
Beheaded Journalist's Family: Admin Threatened To Prosecute If We Paid Ransom,http://talkingpointsmemo.com/livewire/james-foley-family-ransom-prosecution-threatened,686
Romney-Backed House Candidate Andy Tobin Wins Arizona GOP Primary,http://talkingpointsmemo.com/livewire/andy-tobin-wins-primary-arizona-1st-congressional-district,245
Idaho Professor Shoots Himself In The Foot While On Campus,http://talkingpointsmemo.com/livewire/idaho-professor-shoots-himself-foot,1366
Phil Robertson's Plan For Combating ISIS: 'Convert Them Or Kill Them',http://talkingpointsmemo.com/livewire/phil-robertson-isis-convert-or-kill,5117
Jon Stewart Tackles Congress' 'Sh*tty Sexism' (VIDEO),http://talkingpointsmemo.com/livewire/jon-stewart-kirsten-gillibrand-sexism,533
WATCH LIVE: Obama Delivers Remarks On Russia / Ukraine Tension,http://talkingpointsmemo.com/livewire/watch-live-obama-russia-ukraine-estonia,31
